epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,99.9676,0.94587,0.60003,0.91729,0.96705,0.96296,0.98426,0.66995,1.22573,0.57238,1.0539,0.0009506,0.0009506,0.0009506
55,101.79,0.97376,0.60648,0.90498,0.97984,0.94444,0.98195,0.66686,1.19693,0.56127,1.04539,0.0009308,0.0009308,0.0009308
56,103.627,1.04041,0.62175,0.92877,0.96246,0.94955,0.97581,0.66984,1.19672,0.55858,1.04837,0.000911,0.000911,0.000911
57,105.453,1.02145,0.60712,0.96009,0.97041,0.9537,0.97739,0.68219,1.18665,0.55884,1.0538,0.0008912,0.0008912,0.0008912
58,107.276,0.91856,0.59805,0.90752,0.97551,0.9537,0.97836,0.69066,1.168,0.54564,1.04302,0.0008714,0.0008714,0.0008714
59,109.217,0.95972,0.61068,0.90973,0.97059,0.9537,0.97809,0.69901,1.16789,0.53512,1.03302,0.0008516,0.0008516,0.0008516
60,111.045,0.91489,0.58471,0.91256,0.97044,0.96296,0.98459,0.69608,1.13534,0.52791,1.02165,0.0008318,0.0008318,0.0008318
61,112.91,0.94963,0.56218,0.92103,0.98112,0.96259,0.98356,0.68787,1.13916,0.53989,1.02328,0.000812,0.000812,0.000812
62,114.706,0.92832,0.58746,0.91291,0.97748,0.96296,0.97826,0.67349,1.18493,0.55483,1.03828,0.0007922,0.0007922,0.0007922
63,116.529,0.95761,0.56523,0.91333,0.97136,0.96296,0.98031,0.69275,1.15343,0.54776,1.02476,0.0007724,0.0007724,0.0007724
64,118.428,0.95362,0.57729,0.90998,0.96549,0.96296,0.98475,0.69685,1.14399,0.54328,1.02369,0.0007526,0.0007526,0.0007526
65,120.239,0.87189,0.52537,0.8964,0.96862,0.96296,0.98405,0.69459,1.14237,0.55694,1.02846,0.0007328,0.0007328,0.0007328
66,121.173,0.9412,0.61476,0.91625,0.96874,0.96296,0.9866,0.68437,1.1847,0.56025,1.04234,0.000713,0.000713,0.000713
67,122.976,0.94513,0.56373,0.92536,0.9694,0.96296,0.98691,0.68029,1.18733,0.56294,1.04311,0.0006932,0.0006932,0.0006932
68,124.82,1.00149,0.59271,0.93325,0.94445,0.97222,0.98914,0.67708,1.14767,0.54671,1.03457,0.0006734,0.0006734,0.0006734
69,126.708,0.90544,0.56708,0.90646,0.9546,0.97346,0.98931,0.69052,1.15378,0.54397,1.03932,0.0006536,0.0006536,0.0006536
70,128.538,0.91546,0.54644,0.9115,0.95493,0.98097,0.98944,0.69087,1.16415,0.54868,1.04419,0.0006338,0.0006338,0.0006338
71,130.36,0.87167,0.53224,0.91315,0.95463,0.97403,0.99093,0.68564,1.17759,0.54401,1.04552,0.000614,0.000614,0.000614
72,132.207,0.87416,0.52782,0.89212,0.96858,0.98148,0.99095,0.68626,1.17697,0.53735,1.04121,0.0005942,0.0005942,0.0005942
73,134.201,0.92103,0.55627,0.9146,0.97517,0.98148,0.99064,0.70131,1.1524,0.52723,1.03077,0.0005744,0.0005744,0.0005744
74,136.056,0.89433,0.52377,0.90718,0.97903,0.98148,0.9902,0.70512,1.13961,0.5236,1.02377,0.0005546,0.0005546,0.0005546
75,137.856,0.85164,0.53699,0.90172,0.97701,0.98148,0.99001,0.71288,1.13763,0.52626,1.01865,0.0005348,0.0005348,0.0005348
76,139.752,0.89844,0.53415,0.8866,0.96265,0.98148,0.98976,0.713,1.14858,0.53343,1.02225,0.000515,0.000515,0.000515
77,141.557,0.83889,0.51183,0.91059,0.96345,0.97639,0.98983,0.70756,1.13907,0.52951,1.02293,0.0004952,0.0004952,0.0004952
78,143.415,0.92056,0.54465,0.89663,0.97244,0.98028,0.99013,0.71142,1.12189,0.52699,1.02654,0.0004754,0.0004754,0.0004754
79,145.275,0.82663,0.5096,0.87886,0.96279,0.98148,0.98897,0.70938,1.13693,0.5284,1.03372,0.0004556,0.0004556,0.0004556
80,147.066,0.86776,0.51885,0.90929,0.97123,0.98148,0.98918,0.71115,1.14102,0.53431,1.03594,0.0004358,0.0004358,0.0004358
81,148.947,0.83153,0.50102,0.88215,0.98025,0.98148,0.98983,0.71084,1.16268,0.52652,1.05115,0.000416,0.000416,0.000416
82,150.795,0.82176,0.50458,0.87622,0.98837,0.98148,0.99055,0.70458,1.15504,0.52903,1.05233,0.0003962,0.0003962,0.0003962
83,152.615,0.90827,0.50678,0.89931,0.98757,0.98148,0.99078,0.70247,1.14443,0.52509,1.04768,0.0003764,0.0003764,0.0003764
84,153.536,0.89625,0.5356,0.91276,0.98936,0.98148,0.99114,0.70309,1.12813,0.52575,1.03994,0.0003566,0.0003566,0.0003566
85,155.39,0.81399,0.48432,0.89233,0.98941,0.98148,0.99141,0.7043,1.13294,0.51545,1.03716,0.0003368,0.0003368,0.0003368
86,157.366,0.85571,0.50527,0.91249,0.98888,0.98148,0.99187,0.70978,1.13585,0.50787,1.03784,0.000317,0.000317,0.000317
87,159.224,0.83158,0.49496,0.88063,0.98047,0.98148,0.99161,0.70897,1.13756,0.50989,1.03608,0.0002972,0.0002972,0.0002972
88,161.07,0.8553,0.49113,0.88932,0.97188,0.98148,0.99122,0.71415,1.12788,0.50428,1.03002,0.0002774,0.0002774,0.0002774
89,163.054,0.80674,0.49157,0.90341,0.96967,0.98148,0.99062,0.7131,1.11185,0.49882,1.02101,0.0002576,0.0002576,0.0002576
90,164.979,0.80369,0.48875,0.8874,0.9862,0.98148,0.99109,0.71553,1.10263,0.49094,1.01587,0.0002378,0.0002378,0.0002378
91,167.668,0.86174,0.54632,0.89172,0.98806,0.98148,0.98776,0.71744,1.09966,0.49384,1.01636,0.000218,0.000218,0.000218
92,169.69,0.88238,0.5325,0.88212,0.97912,0.98148,0.986,0.71054,1.10968,0.49545,1.02249,0.0001982,0.0001982,0.0001982
93,171.587,0.85639,0.53485,0.8972,0.97861,0.98148,0.9834,0.71301,1.11108,0.49356,1.02408,0.0001784,0.0001784,0.0001784
94,173.562,0.79782,0.50458,0.87393,0.97912,0.98148,0.98171,0.708,1.11727,0.49368,1.02468,0.0001586,0.0001586,0.0001586
95,175.518,0.80555,0.51805,0.87999,0.97154,0.98148,0.98166,0.70687,1.12389,0.49657,1.03028,0.0001388,0.0001388,0.0001388
96,177.4,0.84356,0.53526,0.86493,0.9715,0.98148,0.98182,0.70622,1.12857,0.49464,1.03445,0.000119,0.000119,0.000119
97,179.404,0.77519,0.49809,0.86495,0.98033,0.98148,0.98207,0.70611,1.12838,0.49735,1.03686,9.92e-05,9.92e-05,9.92e-05
98,181.359,0.80827,0.48822,0.87937,0.98036,0.98148,0.98202,0.70826,1.12813,0.49861,1.03683,7.94e-05,7.94e-05,7.94e-05
99,183.296,0.81013,0.4998,0.88598,0.98035,0.98148,0.98282,0.71248,1.12694,0.49648,1.03815,5.96e-05,5.96e-05,5.96e-05
100,184.298,0.76656,0.49003,0.87228,0.97142,0.98148,0.98347,0.70704,1.12407,0.49406,1.03794,3.98e-05,3.98e-05,3.98e-05
